"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1423","passes","","Thu Aug 28 10:52:51 ART 2025","passed","Thu Aug 28 10:52:53 ART 2025","","template spec","",""
